id,name,short_name,representative,found_time,company_address,register_address,province,city,district,biz_status,geoloc,emails,phones,contact,biz_scope,company_type,score,register_capital,websites,credit_code,taxpayer_code,register_code,organization_code,tags,industry,keyword,logo,company_desc,financing_round,competitions,english_name,register_institute,actual_capital,used_name,staffs,tax_address,taxpayer_bank,portraits
2358352387,深圳市腾讯信息技术有限公司,腾讯,陈韵,2014-08-07,深圳市前海深港合作区南山街道桂湾三路91号景兴海上大厦1203,深圳市前海深港合作区南山街道桂湾三路91号景兴海上大厦1203,广东,深圳市,南山区,存续,"{'latitude': None, 'longitude': None}",adpm@tencent.com,['0755-86013388'],0755-86013388,网络;信息技术服务;技术研发和咨询等,有限责任公司;有限责任公司(自然人投资或控股的法人独资),6714,500万人民币,,91440300311912277E,91440300311912277E,440301111032353,31191227-7,['小微企业'],软件和信息技术服务业,腾讯技术,https://img5.tianyancha.com/logo/lll/4087222ddf967e81e4c98746bf3399b5.png@!f_200x200,深圳市腾讯信息技术有限公司，成立于2014年，位于广东省深圳市，是一家以从事软件和信息技术服务业为主的企业。企业注册资本500万人民币，实缴资本500万人民币。通过天眼查大数据分析，深圳市腾讯信息技术有限公司共对外投资了11家企业；知识产权方面有专利信息138条，著作权信息2条；此外企业还拥有行政许可6个。,,,"Shenzhen Tencent Information Technology Co.,Ltd.",深圳市市场监督管理局,500万人民币,-,223,深圳市前海深港合作区南山街道桂湾三路91号景兴海上大厦1203,,[]
150041493,重庆腾讯信息技术有限公司,腾讯,卢山,2013-10-16,重庆市北碚区水土高新<em>技术</em>产业园云汉大道5号附40号,重庆市北碚区水土高新<em>技术</em>产业园云汉大道5号附40号,重庆,重庆市,北碚区,存续,"{'latitude': None, 'longitude': None}",1374343088@qq.com,"['023-63208500', '13883159304']",023-63208500,信息技术;计算机专业领域内的技术研发及技术服务;计算机网络工程;房屋租赁;凭营业执照依法自主开展经营活动,有限责任公司;外商投资企业;有限责任公司(外商投资企业法人独资),9778,100000万人民币,,91500000080156661M,91500000080156661M,500905000293419,08015666-1,[],软件和信息技术服务业,腾讯技术,https://img5.tianyancha.com/logo/lll/bc0a89d4b30b661c234607389c7a1324.png@!f_200x200,重庆腾讯信息技术有限公司，成立于2013年，位于重庆市，是一家以从事软件和信息技术服务业为主的企业。企业注册资本100000万，实缴资本100000万。通过天眼查大数据分析，重庆腾讯信息技术有限公司共对外投资了2家企业，参与招投标项目20次；知识产权方面有专利信息10条，著作权信息2条；此外企业还拥有行政许可47个。风险方面共发现企业有开庭公告11条。,,,"Chongqing Tencent Information Technology Co.,Ltd.",重庆两江新区市场监督管理局,100000万,-,84,重庆市北碚区水土高新技术产业园云汉大道5号附40号,,[]
5859084377,杭州腾讯信息技术有限公司,腾讯,侯淼,2022-12-21,浙江省杭州市拱墅区康宁街80号1幢B座107室,浙江省杭州市拱墅区康宁街80号1幢B座107室,浙江,杭州市,拱墅区,存续,"{'latitude': None, 'longitude': None}",v_lucywu@tencent.com,['0571-89000070'],0571-89000070,信息技术咨询服务;软件开发;软件销售;技术服务;技术开发;技术咨询;技术交流;技术转让;技术推广;信息咨询服务;科技中介服务;企业管理咨询;会议及展览服务;计算机软硬件及辅助设备零售;计算机软硬件及辅助设备批发;凭营业执照依法自主开展经营活动,有限责任公司;外商投资企业;有限责任公司(外商投资企业法人独资),6714,500万人民币,,91330105MAC5GG3R4J,91330105MAC5GG3R4J,330105000967490,MAC5GG3R-4,['小微企业'],软件和信息技术服务业,腾讯技术,,杭州腾讯信息技术有限公司，成立于2022年，位于浙江省杭州市，是一家以从事软件和信息技术服务业为主的企业。企业注册资本500万人民币。,,,"Hangzhou Tencent Information Technology Co., Ltd",杭州市拱墅区市场监督管理局,,-,0,浙江省杭州市拱墅区康宁街80号1幢B座107室,-,[]
3412889937,天津腾讯网络技术有限公司,腾讯网络,郑亚峰,2020-03-16,天津滨海高新区滨海科技园神舟大道6号9号楼1层,天津滨海高新区滨海科技园神舟大道6号9号楼1层,天津,天津市,滨海新区,存续,"{'latitude': None, 'longitude': None}",sophiewang@tencnet.com,['022-66227766'],022-66227766,技术服务;技术开发;技术咨询;技术交流;技术转让;技术推广;计算机及通讯设备租赁;数据处理和存储支持服务;信息技术咨询服务;信息安全设备销售;云计算设备销售;计算器设备销售;互联网设备销售;网络设备销售;物联网设备销售;通信设备销售;凭营业执照依法自主开展经营活动,有限责任公司;有限责任公司(法人独资),9596,50000万人民币,,91120116MA06YC8L3T,91120116MA06YC8L3T,120116000977768,MA06YC8L-3,['小微企业'],软件和信息技术服务业,腾讯技术,https://img5.tianyancha.com/logo/lll/1c1a7d239191281ea996af6322024f3f.png@!f_200x200,天津腾讯网络技术有限公司，成立于2020年，位于天津市，是一家以从事软件和信息技术服务业为主的企业。企业注册资本50000万人民币。通过天眼查大数据分析，天津腾讯网络技术有限公司参与招投标项目22次；此外企业还拥有行政许可24个。,,,"Tianjin Tencent Network Technology Co., Ltd",天津滨海高新技术产业开发区市场监督管理局,,-,0,天津滨海高新区滨海科技园神舟大道6号9号楼1层,-,[]
5007081126,武汉市腾讯信息技术有限公司,腾讯,刘夏耘,2021-06-23,湖北省武汉市洪山区雄楚大道468号洪山数谷1-25层25楼2509A-01,湖北省武汉市洪山区雄楚大道468号洪山数谷1-25层25楼2509A-01,湖北,武汉市,洪山区,存续,"{'latitude': None, 'longitude': None}",13627253000@qq.com,"['13627253000', '027-87933488']",13627253000,软件开发;数字文化创意软件开发;动漫游戏开发;数字技术服务;网络与信息安全软件开发;技术服务;技术开发;技术咨询;技术交流;技术转让;技术推广;企业管理咨询;广告设计;代理;广告发布;广告制作,有限责任公司;有限责任公司（非自然人投资或控股的法人独资）,6714,500万人民币,,91420111MA4F0K7H6H,91420111MA4F0K7H6H,420111000964311,MA4F0K7H-6,['小微企业'],软件和信息技术服务业,腾讯技术,https://img5.tianyancha.com/logo/lll/67dd623518675845014c78b6c9fc1711.png@!f_200x200,武汉市腾讯信息技术有限公司，成立于2021年，位于湖北省武汉市，是一家以从事软件和信息技术服务业为主的企业。企业注册资本500万人民币。通过天眼查大数据分析，武汉市腾讯信息技术有限公司拥有行政许可3个。,,,"Wuhan Tencent Information Technology Co., Ltd",武汉市洪山区市场监督管理局,,-,0,湖北省武汉市洪山区雄楚大道468号洪山数谷1-25层25楼2509A-01,-,[]
3141255798,深圳市腾讯网络信息技术有限公司,腾讯网络,刘夏耘,2017-12-22,深圳市宝安区新安街道海滨社区宝兴路6号海纳百川总部大厦A座14层1402,深圳市宝安区新安街道海滨社区宝兴路6号海纳百川总部大厦A座14层1402,广东,深圳市,宝安区,存续,"{'latitude': None, 'longitude': None}",adpm@tencent.com,"['0755-86013388', '15361560386']",0755-86013388,从事计算机软硬件的技术开发;销售自行开发的软件;计算机技术服务及信息服务;计算机硬件的研发;批发;商品的批发与零售;电子产品设计服务;以上项目不涉及外商投资准入特别管理措施;按国家有关规定办理申请;货物进出口;技术进出口;进出口代理,有限责任公司;有限责任公司（法人独资）,7332,1000万人民币,,91440300MA5EXCPR1B,91440300MA5EXCPR1B,440300203301224,MA5EXCPR-1,['高新技术企业'],软件和信息技术服务业,腾讯技术,,深圳市腾讯网络信息技术有限公司，成立于2017年，位于广东省深圳市，是一家以从事软件和信息技术服务业为主的企业。企业注册资本1000万人民币，实缴资本1000万人民币。通过天眼查大数据分析，深圳市腾讯网络信息技术有限公司参与招投标项目2次；知识产权方面有专利信息182条，著作权信息117条；此外企业还拥有行政许可8个。,,,"Shenzhen Tencent Network Information Technology Co., Ltd",宝安局,1000万人民币,-,0,深圳市宝安区新安街道海滨社区宝兴路6号海纳百川总部大厦A座14层1402,,[]
1222202374,上海腾讯信息技术有限公司,腾讯,卢山,2012-09-20,上海市青浦区漕盈路3120、3180号,上海市青浦区漕盈路3120、3180号,上海,上海市,青浦区,存续,"{'latitude': None, 'longitude': None}",larissaluo@tencent.com,"['15301812610', '13801736287', '021-54569595', '021-54569595-22531']",15301812610,信息技术;计算机专业领域内的技术研发;技术服务;计算机网络工程;计算机设备;网络设备租赁,有限责任公司;外商投资企业;有限责任公司(外商投资企业法人独资),9420,30360万人民币,,913101180545702521,913101180545702521,310118002772015,05457025-2,['小微企业'],专业技术服务业,腾讯技术,https://img5.tianyancha.com/logo/lll/e79eb2f4caf8e499879e67e6c76fe9f3.png@!f_200x200,上海腾讯信息技术有限公司，成立于2012年，位于上海市，是一家以从事专业技术服务业为主的企业。企业注册资本30360万人民币，实缴资本30360万人民币。通过天眼查大数据分析，上海腾讯信息技术有限公司参与招投标项目3次；此外企业还拥有行政许可30个。风险方面共发现企业有,,,"Shanghai Tencent Information Technology Co., Ltd",青浦区市场监督管理局,30360万人民币,-,5,上海市青浦区漕盈路3120、3180号,,[]
5655451403,腾讯（天津）计算机技术有限公司,腾讯,鲁英杰,2022-08-15,天津市西青区李七庄街道秀川路10号秀川国际大厦A710-03,天津市西青区李七庄街道秀川路10号秀川国际大厦A710-03,天津,天津市,西青区,存续,"{'latitude': None, 'longitude': None}",15922280429@163.com,['15922280429'],15922280429,技术服务;技术开发;技术咨询;技术交流;技术转让;技术推广;计算机系统服务;信息系统集成服务;软件开发;软件销售;互联网设备销售;网络设备销售;计算机软硬件及辅助设备零售;电子产品销售;办公设备销售;物联网设备销售;电子元器件零售;信息技术咨询服务;软件外包服务;数据处理服务;基于云平台的业务外包服务;凭营业执照依法自主开展经营活动,有限责任公司;有限责任公司(自然人独资),4736,10万人民币,,91120102MABXALDQ4K,91120102MABXALDQ4K,120102000465600,MABXALDQ-4,['小微企业'],科技推广和应用服务业,腾讯技术,,腾讯 (天津) 计算机技术有限公司，成立于2022年，位于天津市，是一家以从事科技推广和应用服务业为主的企业。企业注册资本10万人民币。通过天眼查大数据分析，腾讯 (天津) 计算机技术有限公司共对外投资了1家企业；此外企业还拥有行政许可1个。,,,"Tencent (Tianjin) Computer Technology Co., Ltd",天津市西青区市场监督管理局,,-,0,天津市西青区李七庄街道秀川路10号秀川国际大厦A710-03,-,[]
3349931222,清远市腾讯网络技术有限公司,腾讯网络,郑亚峰,2019-07-16,清远高新<em>技术</em>产业开发区管理委员会办公大楼212A室,清远高新<em>技术</em>产业开发区管理委员会办公大楼212A室,广东,清远市,清城区,存续,"{'latitude': None, 'longitude': None}",service@tencent.com,['0755-83765566'],0755-83765566,计算机;通信和其他电子设备制造;工业控制计算机及系统制造活动;计算机技术开发;技术服务;服务器租赁;软件开发;数据处理和存储服务;信息技术咨询服务;计算机软硬件及辅助设备零售;计算机软硬件及辅助设备批发,有限责任公司;有限责任公司（非自然人投资或控股的法人独资）,8365,50000万人民币,,91441802MA53H0YQ02,91441802MA53H0YQ02,441802000155408,MA53H0YQ-0,['小微企业'],科技推广和应用服务业,腾讯技术,,清远市腾讯网络技术有限公司，成立于2019年，位于广东省清远市，是一家以从事科技推广和应用服务业为主的企业。企业注册资本50000万人民币，实缴资本50000万人民币。通过天眼查大数据分析，清远市腾讯网络技术有限公司参与招投标项目21次；此外企业还拥有行政许可58个。,,,"Qingyuan Tencent Network Technology Co., Ltd",清远市清城区市场监督管理局,50000万人民币,-,0,清远高新技术产业开发区管理委员会办公大楼212A室,-,[]
3019315007,海南腾讯音乐娱乐信息技术有限公司,腾讯音乐,胡敏,2017-03-13,海南省老城高新<em>技术</em>产业示范区海南生态软件园,海南省老城高新<em>技术</em>产业示范区海南生态软件园,海南,省直辖县级行政区划,澄迈县,存续,"{'latitude': None, 'longitude': None}",tme_legal_masupport@tencent.com,"['18810445996', '010-62671188-34499', '010-62671188', '0755-86013388', '18507557789']",18810445996,演出经纪;音乐艺术咨询;文化活动策划;个人形象设计;软件开发;数字音乐产品研发;版权代理;提供上述服务的技术服务;技术咨询;技术培训;设计;制作;代理;发布广告,有限责任公司;外商投资企业;有限责任公司(外国法人独资),5839,100万人民币,,91469027MA5RF3DB3M,91469027MA5RF3DB3M,469027401100118,MA5RF3DB-3,['小微企业'],娱乐业,腾讯技术,https://img5.tianyancha.com/logo/lll/4d5838079ced72ae0fd66f8a8a501292.png@!f_200x200,海南腾讯音乐娱乐信息技术有限公司，成立于2017年，位于海南省省直辖县级行政区划，是一家以从事娱乐业为主的企业。企业注册资本100万人民币。通过天眼查大数据分析，海南腾讯音乐娱乐信息技术有限公司拥有行政许可2个。,,,"Hainan Tencent Music Entertainment Information Technology Co., Ltd",澄迈县市场监督管理局,,-,1,海南省老城高新技术产业示范区海南生态软件园,,[]
